"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"407","2013.349","5.000069","-.----","-1.278",,,,,,"384.5","1998.138","5.000106","-.----","-0.284"
"407.01","2013.405","5.000231","-.----","-1.278",,,,,,"384.51","1998.21","5.000281","-.----","-0.284"
"407.02","2013.429","5.0004","-.----","-1.278",,,,,,"384.52","1998.25","5.000443","-.----","-0.284"
"407.03","2013.429","5.000568","-.----","-1.278",,,,,,"384.53","1998.25","5.000612","-.----","-0.284"
"407.04","2013.453","5.000731","-.----","-1.278",,,,,,"384.54","1998.234","5.000775","-.----","-0.284"
"407.05","2013.485","5.0009","-.----","-1.278",,,,,,"384.55","1998.274","5.000944","-.----","-0.284"
"407.06","2013.461","5.001069","-.----","-1.278",,,,,,"384.56","1998.369","5.001106","-.----","-0.284"
"407.07","2013.429","5.001231","-.----","-1.278",,,,,,"384.57","1998.464","5.001268","-.----","-0.284"
"407.08","2013.413","5.0014","-.----","-1.278",,,,,,"384.58","1998.488","5.001437","-.----","-0.284"
"407.09","2013.461","5.001569","-.----","-1.278",,,,,,"384.59","1998.464","5.001606","-.----","-0.284"
"407.1","2013.5","5.001738","-.----","-1.278",,,,,,"384.6","1998.488","5.001769","-.----","-0.284"
"407.11","2013.5","5.001906","-.----","-1.278",,,,,,"384.61","1998.599","5.001937","-.----","-0.284"
"407.12","2013.477","5.002075","-.----","-1.278",,,,,,"384.62","1998.734","5.0021","-.----","-0.284"
"407.13","2013.485","5.002237","-.----","-1.278",,,,,,"384.63","1998.766","5.002269","-.----","-0.284"
"407.14","2013.58","5.002406","-.----","-1.278",,,,,,"384.64","1998.671","5.002438","-.----","-0.284"
"407.15","2013.723","5.002575","-.----","-1.278",,,,,,"384.65","1998.576","5.0026","-.----","-0.284"
"407.16","2013.842","5.002738","-.----","-1.278",,,,,,"384.66","1998.536","5.002769","-.----","-0.284"
"407.17","2013.866","5.002906","-.----","-1.278",,,,,,"384.67","1998.552","5.002931","-.----","-0.284"
"407.18","2013.81","5.003068","-.----","-1.278",,,,,,"384.68","1998.583","5.003106","-.----","-0.284"
"407.19","2013.699","5.003237","-.----","-1.278",,,,,,"384.69","1998.647","5.003275","-.----","-0.284"
"407.2","2013.628","5.003406","-.----","-1.278",,,,,,"384.7","1998.695","5.003438","-.----","-0.284"
"407.21","2013.628","5.003569","-.----","-1.278",,,,,,"384.71","1998.742","5.003606","-.----","-0.284"
"407.22","2013.667","5.003737","-.----","-1.278",,,,,,"384.72","1998.766","5.003775","-.----","-0.284"
"407.23","2013.699","5.0039","-.----","-1.278",,,,,,"384.73","1998.734","5.003943","-.----","-0.284"
"407.24","2013.699","5.004069","-.----","-1.278",,,,,,"384.74","1998.671","5.004106","-.----","-0.284"
"407.25","2013.691","5.004237","-.----","-1.278",,,,,,"384.75","1998.655","5.004275","-.----","-0.284"
"407.26","2013.691","5.004406","-.----","-1.278",,,,,,"384.76","1998.719","5.004444","-.----","-0.284"
"407.27","2013.771","5.004575","-.----","-1.278",,,,,,"384.77","1998.814","5.004612","-.----","-0.284"
"407.28","2013.882","5.004737","-.----","-1.278",,,,,,"384.78","1998.885","5.004775","-.----","-0.284"
"407.29","2013.953","5.004906","-.----","-1.278",,,,,,"384.79","1998.909","5.004944","-.----","-0.284"
"407.3","2013.953","5.005075","-.----","-1.278",,,,,,"384.8","1998.909","5.005106","-.----","-0.284"
"407.31","2013.914","5.005238","-.----","-1.278",,,,,,"384.81","1998.925","5.005275","-.----","-0.284"
"407.32","2013.914","5.005406","-.----","-1.278",,,,,,"384.82","1999.021","5.005437","-.----","-0.284"
"407.33","2013.953","5.005575","-.----","-1.278",,,,,,"384.83","1999.18","5.005606","-.----","-0.284"
"407.34","2014.025","5.005744","-.----","-1.278",,,,,,"384.84","1999.299","5.005769","-.----","-0.284"
"407.35","2014.144","5.005912","-.----","-1.278",,,,,,"384.85","1999.307","5.005938","-.----","-0.284"
"407.36","2014.263","5.006081","-.----","-1.278",,,,,,"384.86","1999.259","5.0061","-.----","-0.284"
"407.37","2014.327","5.00625","-.----","-1.278",,,,,,"384.87","1999.203","5.006269","-.----","-0.284"
"407.38","2014.287","5.006413","-.----","-1.278",,,,,,"384.88","1999.211","5.006444","-.----","-0.284"
"407.39","2014.24","5.006581","-.----","-1.278",,,,,,"384.89","1999.283","5.006606","-.----","-0.284"
"407.4","2014.255","5.00675","-.----","-1.278",,,,,,"384.9","1999.323","5.006769","-.----","-0.284"
"407.41","2014.335","5.006912","-.----","-1.278",,,,,,"384.91","1999.275","5.006938","-.----","-0.284"
"407.42","2014.399","5.007081","-.----","-1.278",,,,,,"384.92","1999.188","5.007106","-.----","-0.284"
"407.43","2014.375","5.007244","-.----","-1.278",,,,,,"384.93","1999.203","5.007275","-.----","-0.284"
"407.44","2014.303","5.007412","-.----","-1.278",,,,,,"384.94","1999.275","5.007443","-.----","-0.284"
"407.45","2014.311","5.007575","-.----","-1.278",,,,,,"384.95","1999.346","5.007612","-.----","-0.284"
"407.46","2014.383","5.007737","-.----","-1.278",,,,,,"384.96","1999.37","5.007781","-.----","-0.284"
"407.47","2014.422","5.007906","-.----","-1.278",,,,,,"384.97","1999.378","5.007944","-.----","-0.284"
"407.48","2014.375","5.008075","-.----","-1.278",,,,,,"384.98","1999.418","5.008106","-.----","-0.284"
"407.49","2014.351","5.008237","-.----","-1.278",,,,,,"384.99","1999.442","5.008275","-.----","-0.284"
"407.5","2014.399","5.008406","-.----","-1.278",,,,,,"385","1999.466","5.008444","-.----","-0.284"
"407.51","2014.478","5.008569","-.----","-1.278",,,,,,"385.01","1999.505","5.008612","-.----","-0.284"
"407.52","2014.565","5.008738","-.----","-1.278",,,,,,"385.02","1999.513","5.008775","-.----","-0.284"
"407.53","2014.637","5.0089","-.----","-1.278",,,,,,"385.03","1999.482","5.008944","-.----","-0.284"
"407.54","2014.653","5.009068","-.----","-1.278",,,,,,"385.04","1999.418","5.009106","-.----","-0.284"
"407.55","2014.589","5.009231","-.----","-1.278",,,,,,"385.05","1999.418","5.009275","-.----","-0.284"
"407.56","2014.542","5.0094","-.----","-1.278",,,,,,"385.06","1999.49","5.009438","-.----","-0.284"
"407.57","2014.565","5.009569","-.----","-1.278",,,,,,"385.07","1999.585","5.009606","-.----","-0.284"
"407.58","2014.685","5.009737","-.----","-1.278",,,,,,"385.08","1999.696","5.009768","-.----","-0.284"
"407.59","2014.804","5.009906","-.----","-1.278",,,,,,"385.09","1999.752","5.009937","-.----","-0.284"
"407.6","2014.82","5.010068","-.----","-1.278",,,,,,"385.1","1999.768","5.010106","-.----","-0.284"
"407.61","2014.772","5.010243","-.----","-1.278",,,,,,"385.11","1999.72","5.010269","-.----","-0.284"
"407.62","2014.748","5.010406","-.----","-1.278",,,,,,"385.12","1999.656","5.010437","-.----","-0.284"
"407.63","2014.82","5.010575","-.----","-1.278",,,,,,"385.13","1999.633","5.0106","-.----","-0.284"
"407.64","2014.915","5.010737","-.----","-1.278",,,,,,"385.14","1999.672","5.010768","-.----","-0.284"
"407.65","2014.963","5.010906","-.----","-1.278",,,,,,"385.15","1999.792","5.010931","-.----","-0.284"
"407.66","2014.955","5.011075","-.----","-1.278",,,,,,"385.16","1999.935","5.0111","-.----","-0.284"
"407.67","2014.931","5.011244","-.----","-1.278",,,,,,"385.17","1999.958","5.011262","-.----","-0.284"
"407.68","2014.955","5.011406","-.----","-1.278",,,,,,"385.18","1999.903","5.011437","-.----","-0.284"
"407.69","2015.034","5.011575","-.----","-1.278",,,,,,"385.19","1999.863","5.0116","-.----","-0.284"
"407.7","2015.13","5.011737","-.----","-1.278",,,,,,"385.2","1999.935","5.011769","-.----","-0.284"
"407.71","2015.201","5.011906","-.----","-1.278",,,,,,"385.21","2000.054","5.011931","-.----","-0.284"
"407.72","2015.201","5.012069","-.----","-1.278",,,,,,"385.22","2000.141","5.012106","-.----","-0.284"
"407.73","2015.193","5.012238","-.----","-1.278",,,,,,"385.23","2000.197","5.012269","-.----","-0.284"
"407.74","2015.225","5.0124","-.----","-1.278",,,,,,"385.24","2000.26","5.012437","-.----","-0.284"
"407.75","2015.265","5.012562","-.----","-1.278",,,,,,"385.25","2000.308","5.012606","-.----","-0.284"
"407.76","2015.265","5.012737","-.----","-1.278",,,,,,"385.26","2000.3","5.012775","-.----","-0.284"
"407.77","2015.265","5.012906","-.----","-1.278",,,,,,"385.27","2000.276","5.012938","-.----","-0.284"
"407.78","2015.297","5.013075","-.----","-1.278",,,,,,"385.28","2000.237","5.013106","-.----","-0.284"
"407.79","2015.313","5.013237","-.----","-1.278",,,,,,"385.29","2000.237","5.013275","-.----","-0.284"
"407.8","2015.273","5.013406","-.----","-1.278",,,,,,"385.3","2000.284","5.013437","-.----","-0.284"
"407.81","2015.217","5.013568","-.----","-1.278",,,,,,"385.31","2000.364","5.013606","-.----","-0.284"
"407.82","2015.177","5.013737","-.----","-1.278",,,,,,"385.32","2000.435","5.013769","-.----","-0.284"
"407.83","2015.169","5.013906","-.----","-1.278",,,,,,"385.33","2000.499","5.013931","-.----","-0.284"
"407.84","2015.169","5.014075","-.----","-1.278",,,,,,"385.34","2000.531","5.0141","-.----","-0.284"
"407.85","2015.193","5.014237","-.----","-1.278",,,,,,"385.35","2000.507","5.014268","-.----","-0.284"
"407.86","2015.265","5.014406","-.----","-1.278",,,,,,"385.36","2000.427","5.014431","-.----","-0.284"
"407.87","2015.376","5.014575","-.----","-1.278",,,,,,"385.37","2000.332","5.014606","-.----","-0.284"
"407.88","2015.495","5.014744","-.----","-1.278",,,,,,"385.38","2000.3","5.014775","-.----","-0.284"
"407.89","2015.567","5.014913","-.----","-1.278",,,,,,"385.39","2000.284","5.014937","-.----","-0.284"
"407.9","2015.615","5.015081","-.----","-1.278",,,,,,"385.4","2000.276","5.015106","-.----","-0.284"
"407.91","2015.638","5.015244","-.----","-1.278",,,,,,"385.41","2000.26","5.015269","-.----","-0.284"
"407.92","2015.638","5.015406","-.----","-1.278",,,,,,"385.42","2000.276","5.015438","-.----","-0.284"
"407.93","2015.638","5.015575","-.----","-1.278",,,,,,"385.43","2000.364","5.015606","-.----","-0.284"
"407.94","2015.646","5.015744","-.----","-1.278",,,,,,"385.44","2000.459","5.015775","-.----","-0.284"
"407.95","2015.662","5.015906","-.----","-1.278",,,,,,"385.45","2000.531","5.015937","-.----","-0.284"
"407.96","2015.662","5.016075","-.----","-1.278",,,,,,"385.46","2000.554","5.016112","-.----","-0.284"
"407.97","2015.646","5.016243","-.----","-1.278",,,,,,"385.47","2000.554","5.016281","-.----","-0.284"
"407.98","2015.638","5.016406","-.----","-1.278",,,,,,"385.48","2000.57","5.016444","-.----","-0.284"
"407.99","2015.615","5.016569","-.----","-1.278",,,,,,"385.49","2000.626","5.016613","-.----","-0.284"
"408","2015.599","5.016737","-.----","-1.278",,,,,,"385.5","2000.737","5.016781","-.----","-0.284"
"408.01","2015.646","5.016906","-.----","-1.278",,,,,,"385.51","2000.809","5.01695","-.----","-0.284"
"408.02","2015.75","5.017068","-.----","-1.278",,,,,,"385.52","2000.785","5.017112","-.----","-0.284"
"408.03","2015.773","5.017237","-.----","-1.278",,,,,,"385.53","2000.705","5.017281","-.----","-0.284"
"408.04","2015.726","5.0174","-.----","-1.278",,,,,,"385.54","2000.642","5.017444","-.----","-0.284"
"408.05","2015.686","5.017569","-.----","-1.278",,,,,,"385.55","2000.658","5.017612","-.----","-0.284"
"408.06","2015.71","5.017737","-.----","-1.278",,,,,,"385.56","2000.729","5.017781","-.----","-0.284"
"408.07","2015.758","5.017906","-.----","-1.278",,,,,,"385.57","2000.833","5.017937","-.----","-0.284"
"408.08","2015.797","5.018075","-.----","-1.278",,,,,,"385.58","2000.928","5.0181","-.----","-0.284"
"408.09","2015.845","5.018238","-.----","-1.278",,,,,,"385.59","2000.968","5.018275","-.----","-0.284"
"408.1","2015.877","5.018406","-.----","-1.278",,,,,,"385.6","2000.968","5.018444","-.----","-0.284"
"408.11","2015.917","5.018575","-.----","-1.278",,,,,,"385.61","2000.968","5.018606","-.----","-0.284"
"408.12","2015.972","5.018744","-.----","-1.278",,,,,,"385.62","2000.968","5.018775","-.----","-0.284"
"408.13","2016.044","5.018912","-.----","-1.278",,,,,,"385.63","2000.976","5.018938","-.----","-0.284"
"408.14","2016.107","5.019081","-.----","-1.278",,,,,,"385.64","2000.976","5.0191","-.----","-0.284"
"408.15","2016.131","5.019244","-.----","-1.278",,,,,,"385.65","2000.968","5.019269","-.----","-0.284"
"408.16","2016.147","5.019406","-.----","-1.278",,,,,,"385.66","2001","5.019431","-.----","-0.284"
"408.17","2016.147","5.019575","-.----","-1.278",,,,,,"385.67","2001.063","5.0196","-.----","-0.284"
"408.18","2016.123","5.019743","-.----","-1.278",,,,,,"385.68","2001.103","5.019769","-.----","-0.284"
"408.19","2016.123","5.019912","-.----","-1.278",,,,,,"385.69","2001.111","5.019938","-.----","-0.284"
"408.2","2016.147","5.020075","-.----","-1.278",,,,,,"385.7","2001.158","5.020106","-.----","-0.284"
"408.21","2016.195","5.020237","-.----","-1.278",,,,,,"385.71","2001.222","5.020268","-.----","-0.284"
"408.22","2016.25","5.020406","-.----","-1.278",,,,,,"385.72","2001.23","5.020437","-.----","-0.284"
"408.23","2016.298","5.020569","-.----","-1.278",,,,,,"385.73","2001.23","5.020606","-.----","-0.284"
"408.24","2016.346","5.020731","-.----","-1.278",,,,,,"385.74","2001.27","5.020775","-.----","-0.284"
"408.25","2016.37","5.0209","-.----","-1.278",,,,,,"385.75","2001.349","5.020937","-.----","-0.284"
"408.26","2016.393","5.021075","-.----","-1.278",,,,,,"385.76","2001.389","5.021106","-.----","-0.284"
"408.27","2016.409","5.021237","-.----","-1.278",,,,,,"385.77","2001.373","5.021275","-.----","-0.284"
"408.28","2016.385","5.021406","-.----","-1.278",,,,,,"385.78","2001.373","5.021444","-.----","-0.284"
"408.29","2016.338","5.021575","-.----","-1.278",,,,,,"385.79","2001.397","5.021612","-.----","-0.284"
"408.3","2016.314","5.021738","-.----","-1.278",,,,,,"385.8","2001.413","5.021775","-.----","-0.284"
"408.31","2016.338","5.021906","-.----","-1.278",,,,,,"385.81","2001.437","5.021937","-.----","-0.284"
"408.32","2016.393","5.022069","-.----","-1.278",,,,,,"385.82","2001.508","5.022106","-.----","-0.284"
"408.33","2016.473","5.022237","-.----","-1.278",,,,,,"385.83","2001.651","5.022269","-.----","-0.284"
"408.34","2016.481","5.022406","-.----","-1.278",,,,,,"385.84","2001.746","5.022438","-.----","-0.284"
"408.35","2016.457","5.022575","-.----","-1.278",,,,,,"385.85","2001.723","5.022606","-.----","-0.284"
"408.36","2016.433","5.022744","-.----","-1.278",,,,,,"385.86","2001.651","5.022768","-.----","-0.284"
"408.37","2016.441","5.022913","-.----","-1.278",,,,,,"385.87","2001.643","5.022937","-.----","-0.284"
"408.38","2016.505","5.023081","-.----","-1.278",,,,,,"385.88","2001.675","5.023106","-.----","-0.284"
"408.39","2016.568","5.02325","-.----","-1.278",,,,,,"385.89","2001.675","5.023269","-.----","-0.284"
"408.4","2016.568","5.023412","-.----","-1.278",,,,,,"385.9","2001.643","5.023438","-.----","-0.284"
"408.41","2016.568","5.023575","-.----","-1.278",,,,,,"385.91","2001.603","5.0236","-.----","-0.284"
"408.42","2016.6","5.023737","-.----","-1.278",,,,,,"385.92","2001.603","5.023775","-.----","-0.284"
"408.43","2016.664","5.023906","-.----","-1.278",,,,,,"385.93","2001.675","5.023937","-.----","-0.284"
"408.44","2016.759","5.024075","-.----","-1.278",,,,,,"385.94","2001.746","5.024106","-.----","-0.284"
"408.45","2016.838","5.024237","-.----","-1.278",,,,,,"385.95","2001.77","5.024275","-.----","-0.284"
"408.46","2016.894","5.024406","-.----","-1.278",,,,,,"385.96","2001.786","5.024437","-.----","-0.284"
"408.47","2016.854","5.024575","-.----","-1.278",,,,,,"385.97","2001.81","5.024606","-.----","-0.284"
"408.48","2016.807","5.024737","-.----","-1.278",,,,,,"385.98","2001.85","5.024775","-.----","-0.284"
"408.49","2016.783","5.024906","-.----","-1.278",,,,,,"385.99","2001.921","5.024944","-.----","-0.284"
"408.5","2016.815","5.025075","-.----","-1.278",,,,,,"386","2001.993","5.025112","-.----","-0.284"
"408.51","2016.878","5.025238","-.----","-1.278",,,,,,"386.01","2002.025","5.025281","-.----","-0.284"
"408.52","2016.926","5.025406","-.----","-1.278",,,,,,"386.02","2002.072","5.025444","-.----","-0.284"
"408.53","2016.966","5.025568","-.----","-1.278",,,,,,"386.03","2002.112","5.025606","-.----","-0.284"
"408.54","2016.974","5.025737","-.----","-1.278",,,,,,"386.04","2002.144","5.025775","-.----","-0.284"
"408.55","2017.013","5.0259","-.----","-1.278",,,,,,"386.05","2002.168","5.025944","-.----","-0.284"
"408.56","2017.045","5.026069","-.----","-1.278",,,,,,"386.06","2002.223","5.026106","-.----","-0.284"
"408.57","2017.061","5.026237","-.----","-1.278",,,,,,"386.07","2002.271","5.026275","-.----","-0.284"
"408.58","2017.037","5.026406","-.----","-1.278",,,,,,"386.08","2002.271","5.026437","-.----","-0.284"
"408.59","2017.013","5.026575","-.----","-1.278",,,,,,"386.09","2002.223","5.026606","-.----","-0.284"
"408.6","2017.037","5.026743","-.----","-1.278",,,,,,"386.1","2002.199","5.026769","-.----","-0.284"
"408.61","2017.117","5.026912","-.----","-1.278",,,,,,"386.11","2002.255","5.026937","-.----","-0.284"
"408.62","2017.188","5.027075","-.----","-1.278",,,,,,"386.12","2002.366","5.027106","-.----","-0.284"
"408.63","2017.212","5.027244","-.----","-1.278",,,,,,"386.13","2002.47","5.027268","-.----","-0.284"
"408.64","2017.212","5.027412","-.----","-1.278",,,,,,"386.14","2002.509","5.027437","-.----","-0.284"
"408.65","2017.204","5.027575","-.----","-1.278",,,,,,"386.15","2002.47","5.0276","-.----","-0.284"
"408.66","2017.18","5.027744","-.----","-1.278",,,,,,"386.16","2002.414","5.027762","-.----","-0.284"
"408.67","2017.156","5.027912","-.----","-1.278",,,,,,"386.17","2002.39","5.027937","-.----","-0.284"
"408.68","2017.14","5.028075","-.----","-1.278",,,,,,"386.18","2002.422","5.028106","-.----","-0.284"
"408.69","2017.164","5.028244","-.----","-1.278",,,,,,"386.19","2002.494","5.028275","-.----","-0.284"
"408.7","2017.212","5.028406","-.----","-1.278",,,,,,"386.2","2002.573","5.028437","-.----","-0.284"
"408.71","2017.315","5.028575","-.----","-1.278",,,,,,"386.21","2002.573","5.028606","-.----","-0.284"
"408.72","2017.434","5.028738","-.----","-1.278",,,,,,"386.22","2002.541","5.028775","-.----","-0.284"
"408.73","2017.49","5.028906","-.----","-1.278",,,,,,"386.23","2002.573","5.028944","-.----","-0.284"
"408.74","2017.434","5.029068","-.----","-1.278",,,,,,"386.24","2002.605","5.029106","-.----","-0.284"
"408.75","2017.339","5.029231","-.----","-1.278",,,,,,"386.25","2002.629","5.029275","-.----","-0.284"
"408.76","2017.299","5.029406","-.----","-1.278",,,,,,"386.26","2002.629","5.029444","-.----","-0.284"
"408.77","2017.339","5.029575","-.----","-1.278",,,,,,"386.27","2002.605","5.029613","-.----","-0.284"
"408.78","2017.395","5.029737","-.----","-1.278",,,,,,"386.28","2002.573","5.029775","-.----","-0.284"
"408.79","2017.482","5.029906","-.----","-1.278",,,,,,"386.29","2002.597","5.029943","-.----","-0.284"
"408.8","2017.554","5.030075","-.----","-1.278",,,,,,"386.3","2002.676","5.030106","-.----","-0.284"
"408.81","2017.578","5.030237","-.----","-1.278",,,,,,"386.31","2002.788","5.030275","-.----","-0.284"
"408.82","2017.578","5.030406","-.----","-1.278",,,,,,"386.32","2002.843","5.030437","-.----","-0.284"
"408.83","2017.578","5.030575","-.----","-1.278",,,,,,"386.33","2002.843","5.0306","-.----","-0.284"
"408.84","2017.585","5.030744","-.----","-1.278",,,,,,"386.34","2002.819","5.030768","-.----","-0.284"
"408.85","2017.641","5.030912","-.----","-1.278",,,,,,"386.35","2002.811","5.030931","-.----","-0.284"
"408.86","2017.649","5.031075","-.----","-1.278",,,,,,"386.36","2002.796","5.0311","-.----","-0.284"
"408.87","2017.585","5.031244","-.----","-1.278",,,,,,"386.37","2002.788","5.031269","-.----","-0.284"
"408.88","2017.514","5.031413","-.----","-1.278",,,,,,"386.38","2002.835","5.031437","-.----","-0.284"
"408.89","2017.514","5.031581","-.----","-1.278",,,,,,"386.39","2002.883","5.031606","-.----","-0.284"
"408.9","2017.578","5.031744","-.----","-1.278",,,,,,"386.4","2002.907","5.031769","-.----","-0.284"
"408.91","2017.649","5.031906","-.----","-1.278",,,,,,"386.41","2002.931","5.031938","-.----","-0.284"
"408.92","2017.689","5.032075","-.----","-1.278",,,,,,"386.42","2002.994","5.032106","-.----","-0.284"
"408.93","2017.689","5.032244","-.----","-1.278",,,,,,"386.43","2003.074","5.032275","-.----","-0.284"
"408.94","2017.673","5.032413","-.----","-1.278",,,,,,"386.44","2003.161","5.032437","-.----","-0.284"
"408.95","2017.673","5.032575","-.----","-1.278",,,,,,"386.45","2003.217","5.032606","-.----","-0.284"
"408.96","2017.721","5.032737","-.----","-1.278",,,,,,"386.46","2003.241","5.032775","-.----","-0.284"
"408.97","2017.792","5.032906","-.----","-1.278",,,,,,"386.47","2003.217","5.032944","-.----","-0.284"
"408.98","2017.84","5.033069","-.----","-1.278",,,,,,"386.48","2003.209","5.033106","-.----","-0.284"
"408.99","2017.84","5.033237","-.----","-1.278",,,,,,"386.49","2003.209","5.033275","-.----","-0.284"
"409","2017.832","5.033406","-.----","-1.278",,,,,,"386.5","2003.233","5.033443","-.----","-0.284"
"409.01","2017.88","5.033569","-.----","-1.278",,,,,,"386.51","2003.256","5.033612","-.----","-0.284"
"409.02","2017.983","5.033737","-.----","-1.278",,,,,,"386.52","2003.28","5.033775","-.----","-0.284"
"409.03","2018.046","5.0339","-.----","-1.278",,,,,,"386.53","2003.288","5.033944","-.----","-0.284"
"409.04","2018.038","5.034069","-.----","-1.278",,,,,,"386.54","2003.304","5.034106","-.----","-0.284"
"409.05","2018.015","5.034231","-.----","-1.278",,,,,,"386.55","2003.352","5.034275","-.----","-0.284"
"409.06","2018.015","5.0344","-.----","-1.278",,,,,,"386.56","2003.415","5.034437","-.----","-0.284"
"409.07","2018.062","5.034569","-.----","-1.278",,,,,,"386.57","2003.471","5.034606","-.----","-0.284"
"409.08","2018.118","5.034738","-.----","-1.278",,,,,,"386.58","2003.471","5.034769","-.----","-0.284"
"409.09","2018.15","5.034906","-.----","-1.278",,,,,,"386.59","2003.415","5.034937","-.----","-0.284"
"409.1","2018.197","5.035075","-.----","-1.278",,,,,,"386.6","2003.376","5.035106","-.----","-0.284"
"409.11","2018.237","5.035237","-.----","-1.278",,,,,,"386.61","2003.415","5.035269","-.----","-0.284"
"409.12","2018.245","5.035412","-.----","-1.278",,,,,,"386.62","2003.495","5.035438","-.----","-0.284"
"409.13","2018.213","5.035575","-.----","-1.278",,,,,,"386.63","2003.558","5.035606","-.----","-0.284"
"409.14","2018.166","5.035744","-.----","-1.278",,,,,,"386.64","2003.582","5.035769","-.----","-0.284"
"409.15","2018.126","5.035913","-.----","-1.278",,,,,,"386.65","2003.558","5.035931","-.----","-0.284"
"409.16","2018.142","5.036075","-.----","-1.278",,,,,,"386.66","2003.511","5.0361","-.----","-0.284"
"409.17","2018.174","5.036243","-.----","-1.278",,,,,,"386.67","2003.487","5.036269","-.----","-0.284"
"409.18","2018.221","5.036406","-.----","-1.278",,,,,,"386.68","2003.519","5.036438","-.----","-0.284"
"409.19","2018.245","5.036575","-.----","-1.278",,,,,,"386.69","2003.614","5.036606","-.----","-0.284"
"409.2","2018.221","5.036737","-.----","-1.278",,,,,,"386.7","2003.725","5.036775","-.----","-0.284"
"409.21","2018.174","5.036906","-.----","-1.278",,,,,,"386.71","2003.837","5.036937","-.----","-0.284"
"409.22","2018.166","5.037069","-.----","-1.278",,,,,,"386.72","2003.908","5.037106","-.----","-0.284"
"409.23","2018.237","5.037237","-.----","-1.278",,,,,,"386.73","2003.94","5.037275","-.----","-0.284"
"409.24","2018.317","5.0374","-.----","-1.278",,,,,,"386.74","2003.94","5.037444","-.----","-0.284"
"409.25","2018.388","5.037569","-.----","-1.278",,,,,,"386.75","2003.964","5.037606","-.----","-0.284"
"409.26","2018.476","5.037744","-.----","-1.278",,,,,,"386.76","2004.004","5.037775","-.----","-0.284"
